"DATA_YEAR","OFFENDER_ID","INCIDENT_ID","OFFENDER_SEQ_NUM","AGE_ID","AGE_NUM","SEX_CODE","RACE_ID","ETHNICITY_ID","AGE_RANGE_LOW_NUM","AGE_RANGE_HIGH_NUM"
2018,106904264,94739648,1,5,40,"M",1,,40,0
2018,106905113,94740390,1,5,45,"M",1,2,45,0
2018,106905347,94740583,1,5,42,"M",2,2,42,0
2018,106905416,94740656,1,5,16,"M",1,2,16,0
2018,106906808,94741819,1,5,18,"M",1,2,18,0
2018,106906822,94741843,0,,,"",,,,
2018,106906829,94741870,1,5,21,"M",1,2,21,0
2018,106906941,94741930,4,5,16,"M",1,2,16,0
2018,106906930,94741930,1,5,16,"M",1,2,16,0
2018,106906933,94741930,2,5,15,"M",2,2,15,0
2018,106906938,94741930,3,5,16,"M",1,2,16,0
2018,107768647,95492284,0,,,"",,,,
2018,107768670,95492305,1,5,16,"M",2,2,16,0
2018,107768714,95492347,1,5,26,"M",1,2,26,0
2018,107768715,95492349,1,5,33,"M",1,2,33,0
2018,107768717,95492349,2,5,38,"M",1,2,38,0
2018,107768806,95492420,1,5,25,"F",1,2,25,0
2018,107768817,95492436,1,5,25,"M",1,2,20,30
2018,107768848,95492463,1,5,28,"M",1,2,28,0
2018,107768851,95492474,1,5,26,"M",1,2,26,0
2018,107768854,95492474,2,5,24,"F",1,2,24,0
2018,107768879,95492499,0,,,"",,,,
2018,107768864,95492480,1,5,22,"M",1,2,22,0
2018,107768908,95492526,1,5,25,"F",1,2,25,0
2018,107769055,95492640,0,,,"",,,,
2018,107769110,95492680,1,5,34,"M",1,2,34,0
2018,107769121,95492698,1,5,41,"M",1,2,41,0
2018,107769141,95492714,0,,,"",,,,
2018,107769166,95492738,1,5,18,"M",1,2,18,0
2018,107769280,95492821,1,5,48,"M",1,2,48,0
2018,107769329,95492865,0,,,"",,,,
2018,107769496,95492998,1,5,35,"M",1,2,35,0
2018,107769537,95493028,1,5,54,"M",1,2,54,0
2018,107769582,95493067,1,5,26,"F",2,2,26,0
2018,107769593,95493074,1,5,23,"M",2,2,23,0
2018,107769878,95493285,1,5,43,"M",0,3,43,0
2018,107769964,95493350,0,,,"",,,,
2018,107768814,95492437,1,5,57,"M",1,2,57,0
2018,107768818,95492441,0,,,"",,,,
2018,107768868,95492482,1,5,23,"M",1,2,23,0
2018,107769066,95492658,0,,,"",,,,
2018,107769115,95492691,0,,,"",,,,
2018,107769287,95492822,1,5,26,"M",1,2,26,0
2018,107769571,95493058,1,5,21,"M",1,1,21,0
2018,107769600,95493082,0,,,"",,,,
2018,107771608,95494742,1,5,43,"F",1,2,43,0
2018,107773075,95495964,0,,,"",,,,
2018,107773102,95495975,1,5,38,"F",3,2,38,0
2018,107773132,95496003,0,,,"",,,,
2018,107775152,95497585,1,5,14,"F",0,3,14,0
2018,106904769,94740081,1,5,22,"M",1,2,22,0
2018,106904891,94740201,1,5,30,"M",1,2,30,0
2018,106904978,94740276,1,5,36,"M",2,2,36,0
2018,106905329,94740571,2,5,16,"M",1,2,16,0
2018,106905328,94740571,1,5,15,"M",2,2,15,0
2018,106905617,94740831,1,5,37,"M",1,2,37,0
2018,106906791,94741808,1,5,25,"M",1,,25,0
2018,106906823,94741840,1,5,21,"M",1,2,21,0
2018,106906956,94741932,0,,,"",,,,
2018,106907093,94742047,0,,,"",,,,
2018,106907363,94742283,1,5,17,"M",1,1,17,0
2018,106907364,94742283,2,5,16,"M",1,1,16,0
2018,106907416,94742331,2,5,27,"M",1,1,27,0
2018,106907413,94742331,1,5,28,"M",4,2,28,0
2018,107768737,95492359,1,5,48,"F",1,2,48,0
2018,107768862,95492478,1,5,15,"M",1,,15,0
2018,107768900,95492514,1,5,27,"M",1,2,27,0
2018,107769003,95492599,1,5,25,"M",1,2,25,0
2018,107769059,95492647,0,,,"",,,,
2018,107769154,95492727,0,,,"",,,,
2018,107769302,95492845,0,,,"",,,,
2018,107769362,95492908,1,5,18,"M",3,2,18,0
2018,107769374,95492920,0,,,"",,,,
2018,107769417,95492934,1,5,49,"M",1,2,49,0
2018,107769478,95492983,0,,,"",,,,
2018,107769599,95493079,2,5,24,"M",1,1,24,0
2018,107769598,95493079,1,5,29,"F",1,3,29,0
2018,107769616,95493091,1,5,23,"M",1,1,23,0
2018,107771673,95494798,0,,,"",,,,
2018,107771734,95494850,0,,,"",,,,
2018,107773082,95495970,0,,,"",,,,
2018,109063251,96613647,0,,,"",,,,
2018,109063249,96613653,0,,,"",,,,
2018,106910621,94745212,1,5,14,"F",0,3,14,0
2018,109447133,96944742,1,5,17,"M",1,2,17,0
2018,109447207,96944810,0,,,"",,,,
2018,109447229,96944821,0,,,"",,,,
2018,109447268,96944858,0,,,"",,,,
2018,109447281,96944875,1,5,62,"M",1,2,62,0
2018,109447322,96944901,0,,,"",,,,
2018,109447444,96944994,0,,,"",,,,
2018,109447460,96945016,1,5,33,"M",1,2,33,0
2018,109447520,96945060,1,5,25,"M",1,2,25,0
2018,109447698,96945192,1,5,25,"M",0,2,25,0
2018,109447762,96945238,1,5,22,"M",1,2,22,0
2018,109447763,96945238,2,5,19,"M",2,2,19,0
2018,109447778,96945253,2,5,18,"M",1,2,18,0
2018,109447780,96945253,3,5,17,"F",1,2,17,0
2018,109447775,96945253,1,5,17,"F",1,2,17,0
2018,109447825,96945293,1,5,23,"M",2,2,23,0
2018,109448097,96945519,1,5,22,"M",1,2,22,0
2018,109448117,96945545,3,5,17,"M",1,2,17,0
2018,109448222,96945618,0,,,"",,,,
2018,109448257,96945647,0,,,"",,,,
2018,109448315,96945702,0,,,"",,,,
2018,109448365,96945747,1,5,17,"F",1,2,17,0
2018,109448366,96945747,2,5,18,"M",1,2,18,0
2018,109448414,96945791,0,,,"",,,,
2018,109448446,96945818,0,,,"",,,,
2018,109448456,96945823,0,,,"",,,,
2018,109448483,96945851,0,,,"",,,,
2018,109448513,96945879,1,5,34,"F",1,2,34,0
2018,109448514,96945879,2,5,26,"F",1,2,26,0
2018,109448533,96945898,0,,,"",,,,
2018,107768691,95492329,1,5,18,"F",1,2,18,0
2018,107768688,95492332,1,5,19,"F",1,2,19,0
2018,107768692,95492332,2,5,42,"F",1,2,42,0
2018,107768662,95492302,0,,,"",,,,
2018,107768709,95492361,1,5,36,"M",1,2,36,0
2018,107768809,95492434,0,,,"",,,,
2018,107768845,95492466,1,5,24,"M",1,2,24,0
2018,107768877,95492503,0,,,"",,,,
2018,107768988,95492593,2,5,18,"M",2,2,18,0
2018,107768987,95492593,1,5,24,"M",2,2,24,0
2018,107769108,95492692,1,5,29,"M",1,2,29,0
2018,107769134,95492707,0,,,"",,,,
2018,107769219,95492783,1,5,24,"F",2,2,24,0
2018,107769308,95492854,1,5,38,"F",1,2,38,0
2018,107769430,95492941,0,,,"",,,,
2018,107769491,95492993,0,,,"",,,,
2018,107769539,95493032,0,,,"",,,,
2018,107769568,95493053,1,5,21,"M",2,2,21,0
2018,107769928,95493327,0,,,"",,,,
2018,107771610,95494743,0,,,"",,,,
2018,107771703,95494817,1,4,,"U",0,3,,
2018,107771749,95494862,0,,,"",,,,
2018,107771797,95494898,1,5,47,"M",1,2,47,0
2018,107773099,95495973,1,5,38,"M",0,3,38,0
2018,107773121,95495989,0,,,"",,,,
2018,107773119,95495990,0,,,"",,,,
2018,107773144,95496011,1,5,38,"M",0,3,38,0
2018,107773149,95496014,1,5,31,"M",1,2,31,0
2018,107775156,95497589,0,,,"",,,,
2018,107768846,95492476,1,5,21,"M",1,1,21,0
2018,107768852,95492476,2,5,23,"M",1,1,23,0
2018,107769070,95492657,1,5,21,"F",1,2,21,0
2018,107769119,95492693,0,,,"",,,,
2018,107769153,95492726,0,,,"",,,,
2018,107769345,95492877,1,5,48,"M",0,3,48,0
2018,107769421,95492939,0,,,"",,,,
2018,107769583,95493069,1,5,25,"F",1,2,25,0
2018,107769631,95493101,0,,,"",,,,
2018,107770006,95493384,1,5,24,"M",1,2,24,0
2018,107773054,95495942,0,,,"",,,,
2018,107773139,95496007,2,5,36,"M",3,2,36,0
2018,107773138,95496007,1,5,24,"F",0,3,24,0
2018,107773159,95496020,0,,,"",,,,
2018,107773182,95496033,8,5,39,"M",3,2,39,0
2018,107773177,95496033,4,5,29,"M",0,3,29,0
2018,107773179,95496033,6,5,31,"M",0,3,31,0
2018,107773175,95496033,2,5,29,"F",3,2,29,0
2018,107773180,95496033,7,5,33,"F",0,3,33,0
2018,107773173,95496033,1,5,35,"F",3,2,35,0
2018,107773176,95496033,3,5,30,"F",3,2,30,0
2018,107773178,95496033,5,5,26,"M",0,3,26,0
2018,109063289,96613701,4,5,21,"F",1,,21,0
2018,109063300,96613701,7,5,18,"M",1,,18,0
2018,109063288,96613701,3,5,19,"M",1,,19,0
2018,109063282,96613701,1,5,19,"M",1,,19,0
2018,109063286,96613701,2,5,17,"M",1,,17,0
2018,109063295,96613701,6,5,18,"F",1,,18,0
2018,109063302,96613701,8,5,15,"F",1,,15,0
2018,109063293,96613701,5,5,21,"F",1,2,21,0
2018,109063329,96613728,1,5,52,"M",1,2,52,0
2018,109063378,96613774,0,,,"",,,,
2018,109063377,96613787,1,5,32,"M",1,2,32,0
2018,109063428,96613818,1,5,35,"F",1,2,35,0
2018,109063527,96613898,0,,,"",,,,
2018,109063437,96613826,1,5,41,"M",1,2,41,0
2018,109063515,96613892,0,,,"",,,,
2018,109063727,96614079,1,5,18,"F",2,2,18,0
2018,109063747,96614097,0,,,"",,,,
2018,109063851,96614197,1,5,34,"F",0,3,34,0
2018,109063975,96614308,0,,,"",,,,
2018,109064008,96614340,1,5,44,"M",2,2,44,0
2018,106910629,94745217,1,5,29,"M",3,3,29,0
2018,107768748,95492376,1,5,16,"M",1,,16,0
2018,107768853,95492477,1,5,19,"M",1,2,19,0
2018,107769114,95492689,0,,,"",,,,
2018,107769139,95492706,1,5,39,"M",1,2,39,0
2018,107769237,95492795,0,,,"",,,,
2018,107769422,95492935,0,,,"",,,,
2018,107769498,95493000,1,5,17,"M",1,2,17,0
2018,107769531,95493031,0,,,"",,,,
2018,107769590,95493078,1,5,26,"M",1,2,26,0
2018,106904777,94740098,1,5,52,"M",1,2,52,0
2018,106905618,94740836,0,,,"",,,,
2018,107771727,95494838,1,5,23,"M",1,2,23,0
2018,107773107,95495981,0,,,"",,,,
2018,109063511,96613893,0,,,"",,,,
2018,109063631,96613990,1,5,53,"M",1,,53,0
2018,109063646,96614023,1,5,16,"M",3,2,16,0
2018,109063700,96614056,1,5,34,"M",1,2,34,0
2018,109063702,96614056,2,5,36,"M",1,2,36,0
2018,109063841,96614187,0,,,"",,,,
2018,109063898,96614232,0,,,"",,,,
2018,109063909,96614247,1,5,43,"U",0,3,43,0
2018,109063967,96614296,0,,,"",,,,
2018,109064072,96614391,1,5,72,"M",0,3,72,0
2018,106904252,94739643,0,,,"",,,,
2018,106904885,94740200,1,5,26,"M",1,2,26,0
2018,106904989,94740279,1,5,14,"F",1,2,14,0
2018,106905088,94740369,1,5,31,"M",1,,31,0
2018,106905415,94740653,0,,,"",,,,
2018,106905613,94740835,0,,,"",,,,
2018,106905652,94740867,0,,,"",,,,
2018,106907402,94742326,2,5,30,"M",2,3,30,0
2018,106907400,94742326,1,5,38,"M",2,2,38,0
2018,106907449,94742359,1,5,40,"M",2,2,40,0
2018,107768671,95492310,0,,,"",,,,
2018,107768710,95492341,1,5,57,"M",1,2,57,0
2018,107769629,95493104,0,,,"",,,,
2018,107770015,95493392,1,5,27,"M",1,2,27,0
2018,107771641,95494769,1,5,20,"M",1,1,20,0
2018,107771721,95494847,1,5,24,"F",1,2,24,0
2018,107771786,95494890,1,5,37,"F",1,2,37,0
2018,107773125,95496002,0,,,"",,,,
2018,107775114,95497556,1,5,36,"F",3,2,36,0
2018,107775147,95497581,1,5,24,"M",3,2,24,0
2018,108480618,96108235,1,5,18,"M",1,2,18,0
2018,108480620,96108235,2,5,39,"M",1,2,39,0
2018,108480725,96108293,0,,,"",,,,
2018,108480745,96108308,0,,,"",,,,
2018,108481101,96108614,1,5,36,"M",1,1,36,0
2018,108481160,96108663,1,5,15,"M",1,2,15,0
2018,108481250,96108743,0,,,"",,,,
2018,108481254,96108753,1,5,32,"F",1,1,32,0
2018,108481365,96108858,1,5,61,"M",1,2,61,0
2018,108481478,96108934,1,5,29,"M",1,2,29,0
2018,108481553,96108992,1,5,45,"F",2,2,45,0
2018,108481554,96108992,2,5,20,"M",2,2,20,0
2018,108481619,96109050,1,5,18,"F",2,2,18,0
2018,108481789,96109205,1,5,34,"M",1,2,34,0
2018,108481791,96109205,2,5,22,"F",1,2,22,0
2018,108482071,96109445,1,5,23,"M",0,3,23,0
2018,108482289,96109629,1,5,17,"M",1,2,17,0
2018,108482315,96109648,1,5,45,"M",1,2,45,0
2018,108482490,96109794,0,,,"",,,,
2018,108482712,96110000,1,5,33,"M",1,2,33,0
2018,108482758,96110033,1,5,39,"F",0,3,39,0
2018,108482773,96110049,1,5,30,"F",3,2,30,0
2018,106910619,94745202,1,5,53,"F",3,3,53,0
2018,107768680,95492317,0,,,"",,,,
2018,107768810,95492427,1,5,51,"F",1,2,51,0
2018,107768884,95492490,2,5,60,"M",1,2,60,0
2018,107768882,95492490,1,5,26,"M",1,2,26,0
2018,107769013,95492605,0,,,"",,,,
2018,107769300,95492844,1,5,63,"F",1,2,63,0
2018,107769463,95492969,1,5,33,"M",1,2,33,0
2018,107769578,95493063,1,5,41,"F",1,1,41,0
2018,107769636,95493108,1,5,18,"M",1,2,18,0
2018,106904288,94739675,0,,,"",,,,
2018,106904323,94739715,1,5,22,"F",1,2,22,0
2018,106904864,94740171,1,5,27,"M",2,2,27,0
2018,106905331,94740572,0,,,"",,,,
2018,106905388,94740623,0,,,"",,,,
2018,106905400,94740637,0,,,"",,,,
2018,106905637,94740849,1,5,38,"M",1,1,38,0
2018,106906952,94741931,0,,,"",,,,
2018,106907103,94742054,1,5,19,"M",1,2,19,0
2018,106907365,94742292,1,5,16,"F",1,2,16,0
2018,106910605,94745195,0,,,"",,,,
2018,106910625,94745213,1,5,13,"M",0,3,13,0
2018,107768667,95492306,0,,,"",,,,
2018,115953167,102576761,1,5,22,"M",1,2,22,0
2018,115948500,102576789,0,,,"",,,,
2018,115948510,102576798,0,,,"",,,,
2018,115953245,102576815,1,5,32,"U",1,1,32,0
2018,115953260,102576829,0,,,"",,,,
2018,115953269,102576840,0,,,"",,,,
2018,115953281,102572081,1,5,36,"M",4,2,36,0
2018,115948586,102572094,2,5,31,"M",4,2,31,0
2018,115953297,102572094,4,5,36,"M",4,3,36,0
2018,115955587,102572094,3,5,20,"F",1,2,20,0
2018,115955586,102572094,1,5,24,"M",4,2,24,0
2018,115953304,102567259,1,5,15,"F",2,2,15,0
2018,115953307,102572102,1,5,32,"M",1,2,32,0
2018,115955613,102572110,0,,,"",,,,
2018,115953316,102572111,0,,,"",,,,
2018,115953328,102567282,0,,,"",,,,
2018,115955637,102567298,0,,,"",,,,
2018,115955656,102572146,0,,,"",,,,
2018,115955660,102567318,0,,,"",,,,
2018,115953377,102576937,1,5,28,"M",2,3,28,0
2018,115948666,102572156,0,,,"",,,,
2018,107768837,95492464,0,,,"",,,,
2018,115955695,102576961,1,5,34,"M",2,2,34,0
2018,107769071,95492656,0,,,"",,,,
2018,115955700,102572185,1,5,28,"M",2,3,28,0
2018,115953406,102572185,2,5,24,"M",2,3,24,0
2018,115955712,102576975,0,,,"",,,,
2018,115953421,102572204,0,,,"",,,,
2018,115955727,102572210,0,,,"",,,,
2018,115955731,102567379,0,,,"",,,,
2018,115953437,102567385,0,,,"",,,,
2018,115948723,102567389,1,5,28,"M",3,2,28,0
2018,107769507,95493009,0,,,"",,,,
2018,107769545,95493041,0,,,"",,,,
2018,107769588,95493073,1,5,24,"M",4,2,24,0
2018,115955745,102567389,2,5,30,"M",2,2,30,0
2018,115953443,102577000,0,,,"",,,,
2018,115953447,102577005,0,,,"",,,,
2018,115955759,102572239,1,5,33,"F",1,2,33,0
2018,115948751,102572247,1,5,54,"M",1,3,50,59
2018,115953472,102572250,1,5,52,"M",1,3,52,0
2018,115953476,102572257,1,5,22,"M",0,3,22,0
2018,115953479,102572261,1,5,22,"F",0,3,22,0
2018,115955791,102567430,0,,,"",,,,
2018,115953495,102567440,0,,,"",,,,
2018,107768724,95492348,0,,,"",,,,
2018,107768841,95492457,0,,,"",,,,
2018,107768911,95492527,1,5,31,"M",1,2,31,0
2018,107769004,95492595,1,5,28,"M",1,2,28,0
2018,107768983,95492590,0,,,"",,,,
2018,107769020,95492607,0,,,"",,,,
2018,107769037,95492619,1,5,20,"F",1,2,20,0
2018,107769060,95492648,1,5,36,"M",1,2,36,0
2018,107769130,95492718,1,5,48,"F",1,,48,0
2018,107769159,95492729,1,5,39,"F",1,2,39,0
2018,107769253,95492808,0,,,"",,,,
2018,107769275,95492828,0,,,"",,,,
2018,107769446,95492959,0,,,"",,,,
2018,107769452,95492962,1,5,23,"F",1,2,23,0
2018,107769475,95492984,1,5,22,"M",1,2,22,0
2018,107769535,95493026,1,5,54,"M",1,2,54,0
2018,107769543,95493042,0,,,"",,,,
2018,107769549,95493045,1,5,18,"M",1,2,18,0
2018,107769584,95493068,1,5,34,"M",1,1,34,0
2018,107769597,95493081,1,5,27,"M",1,1,27,0
2018,107769602,95493084,1,5,21,"F",2,2,21,0
2018,107769945,95493337,0,,,"",,,,
2018,107770014,95493391,1,5,21,"M",1,2,21,0
2018,107771609,95494748,1,5,30,"M",2,2,25,35
2018,107771656,95494784,1,5,34,"M",2,2,34,0
2018,107771683,95494806,1,5,39,"M",4,1,39,0
2018,107771701,95494815,1,5,25,"M",1,2,25,0
2018,107771738,95494853,1,5,28,"M",1,2,28,0
2018,107771792,95494899,1,5,34,"M",0,3,34,0
2018,107773057,95495943,0,,,"",,,,
2018,107773077,95495960,1,5,53,"F",3,3,53,0
2018,107773105,95495979,1,5,36,"M",3,2,36,0
2018,109063538,96613905,1,5,28,"M",1,2,28,0
2018,109063553,96613920,0,,,"",,,,
2018,109063641,96613999,1,5,31,"M",1,2,31,0
2018,114390224,101210828,0,,,"",,,,
2018,114395403,101210849,1,5,34,"F",1,2,34,0
2018,114395428,101218808,2,5,19,"F",2,2,19,0
2018,114395427,101218808,1,5,35,"F",0,2,35,0
2018,114387539,101210882,0,,,"",,,,
2018,114387542,101218821,0,,,"",,,,
2018,114387559,101210904,0,,,"",,,,
2018,114395460,101210906,1,5,26,"M",1,3,26,0
2018,114395461,101210906,2,5,29,"M",1,2,29,0
2018,114395487,101210923,0,,,"",,,,
2018,114395488,101210924,1,5,30,"M",1,1,30,0
2018,114390336,101218859,0,,,"",,,,
2018,114390344,101213928,0,,,"",,,,
2018,114395515,101210944,1,5,26,"M",2,2,26,0
2018,114395530,101210955,1,5,31,"M",1,2,31,0
2018,114387629,101210964,1,5,44,"M",1,2,44,0
2018,114387637,101210976,1,5,29,"F",1,2,29,0
2018,114390398,101210987,1,5,19,"M",2,2,19,0
2018,114390402,101210988,0,,,"",,,,
2018,114390428,101214002,1,5,54,"M",1,2,54,0
2018,114387691,101211029,1,5,34,"F",1,2,34,0
2018,114390459,101211041,0,,,"",,,,
2018,114387711,101218960,1,5,38,"M",1,,38,0
2018,114395754,101221109,0,,,"",,,,
2018,114390525,101221136,1,5,55,"F",1,2,55,0
2018,114396098,101221291,1,4,,"M",2,2,,
2018,114388034,101221303,0,,,"",,,,
2018,114390701,101221314,0,,,"",,,,
2018,114390708,101221318,0,,,"",,,,
2018,114388048,101221324,0,,,"",,,,
2018,114396145,101219208,1,5,19,"F",2,2,19,0
2018,114388104,101219234,1,5,30,"M",1,2,30,0
2018,114390762,101221387,0,,,"",,,,
2018,114388127,101214567,1,5,27,"F",1,2,27,0
2018,114396239,101219256,1,5,28,"M",1,2,28,0
2018,114396282,101219270,1,5,24,"F",1,3,24,0
2018,114388179,101221455,1,5,35,"M",1,2,30,40
2018,114388183,101219300,0,,,"",,,,
2018,113557982,100494438,0,,,"",,,,
2018,113553090,100485587,1,5,19,"M",2,2,19,0
2018,113562097,100485594,0,,,"",,,,
2018,113553152,100485645,1,5,14,"M",1,2,14,0
2018,113553153,100485645,2,5,13,"M",1,2,13,0
2018,113562158,100490945,0,,,"",,,,
2018,113553178,100494568,1,5,14,"F",4,2,14,0
2018,113558142,100490971,0,,,"",,,,
2018,113553290,100494647,1,5,22,"M",1,2,22,0
2018,113558221,100485785,0,,,"",,,,
2018,113558230,100494672,1,5,20,"M",1,2,20,0
2018,113558240,100485807,0,,,"",,,,
2018,113553369,100496073,1,5,20,"M",1,,20,0
2018,113558263,100496099,2,5,69,"F",1,2,40,99
2018,113562340,100496099,1,5,55,"M",1,2,50,60
2018,113562387,100485906,1,5,21,"F",1,2,21,0
2018,113553511,100494787,1,5,52,"F",1,2,52,0
2018,113553527,100485969,0,,,"",,,,
2018,113553547,100496167,0,,,"",,,,
2018,113562466,100486007,1,5,23,"M",2,,23,0
2018,113562480,100496180,1,5,25,"M",2,,25,0
2018,113553593,100494844,0,,,"",,,,
2018,113562517,100496199,0,,,"",,,,
2018,113562541,100501078,1,5,20,"M",1,2,20,0
2018,113562544,100501085,1,5,16,"M",3,2,16,0
2018,113558417,100501094,1,5,34,"F",3,2,34,0
2018,113553674,100501112,0,,,"",,,,
2018,113562576,100501125,0,,,"",,,,
2018,113563713,100501145,1,4,,"U",0,,,
2018,113562621,100501168,0,,,"",,,,
2018,113563771,100501199,0,,,"",,,,
2018,113563780,100501204,0,,,"",,,,
2018,113562650,100501225,0,,,"",,,,
2018,113562666,100501245,0,,,"",,,,
2018,113563839,100501264,1,5,27,"M",2,2,27,0
2018,113562685,100496331,0,,,"",,,,
2018,113563882,100501310,2,5,28,"F",3,2,28,0
2018,113562706,100501310,1,5,40,"M",3,2,40,0
2018,113563899,100501321,1,5,42,"M",2,2,42,0
2018,113558571,100496357,0,,,"",,,,
2018,113562729,100501345,1,5,35,"M",2,2,35,0
2018,113562743,100496377,1,5,23,"M",1,3,23,0
2018,113562758,100496394,0,,,"",,,,
2018,113563961,100496399,0,,,"",,,,
2018,113562776,100501408,0,,,"",,,,
2018,113564004,100501422,1,5,27,"M",2,3,27,0
2018,113564021,100501434,0,,,"",,,,
2018,113562801,100496433,1,5,23,"M",0,3,23,0
2018,113558669,100501463,0,,,"",,,,
2018,113558679,100501477,0,,,"",,,,
2018,113564085,100501485,0,,,"",,,,
2018,113562829,100496463,1,4,,"F",1,3,,
2018,113564114,100501508,0,,,"",,,,
2018,113562852,100501535,0,,,"",,,,
2018,113568716,100495191,0,,,"",,,,
2018,113568720,100501558,0,,,"",,,,
2018,113568722,100496490,1,5,65,"F",1,3,65,0
2018,113562899,100501609,0,,,"",,,,
2018,113564235,100501613,0,,,"",,,,
2018,113568757,100496536,0,,,"",,,,
2018,113564261,100501635,0,,,"",,,,
2018,113552981,100485485,0,,,"",,,,
2018,113552987,100485494,0,,,"",,,,
2018,113561989,100485498,1,5,23,"M",1,1,23,0
2018,113557973,100485506,1,5,30,"M",2,2,30,0
2018,113558020,100485546,2,5,27,"M",1,2,27,0
2018,113558018,100485546,1,5,45,"M",1,2,45,0
2018,113553070,100485564,1,5,50,"M",1,2,50,0
2018,113558045,100494498,0,,,"",,,,
2018,113562094,100485591,0,,,"",,,,
2018,113562102,100485596,1,5,23,"M",0,3,23,0
2018,113562127,100485626,0,,,"",,,,
2018,113562157,100485649,0,,,"",,,,
2018,113558120,100485659,0,,,"",,,,
2018,113562231,100485724,0,,,"",,,,
2018,113562241,100491007,0,,,"",,,,
2018,113562261,100485761,0,,,"",,,,
2018,113562266,100494657,1,5,25,"F",2,2,25,0
2018,113553337,100485796,0,,,"",,,,
2018,113562307,100494689,0,,,"",,,,
2018,113562322,100494702,1,5,21,"M",1,2,21,0
2018,113553392,100494714,1,5,32,"M",1,2,32,0
2018,113558269,100496095,1,5,23,"M",2,2,23,0
2018,113562359,100494735,1,5,26,"M",1,3,26,0
2018,113562364,100494738,0,,,"",,,,
2018,113553440,100485880,0,,,"",,,,
2018,113553460,100494756,0,,,"",,,,
2018,113558346,100496147,1,5,20,"F",1,2,20,0
2018,113553516,100485959,0,,,"",,,,
2018,113562430,100485962,0,,,"",,,,
2018,113553572,100486010,0,,,"",,,,
2018,113558414,100501092,1,5,39,"M",1,2,39,0
2018,113558416,100501092,2,5,34,"M",1,2,34,0
2018,113558429,100494905,1,5,20,"M",3,1,20,0
2018,113558434,100501110,1,5,35,"M",1,3,35,0
2018,113553687,100501124,2,5,17,"M",0,3,17,0
2018,113558442,100501124,1,5,19,"F",0,3,19,0
2018,113562583,100496241,1,5,32,"F",1,2,32,0
2018,113558490,100501182,1,5,26,"F",1,2,26,0
2018,113563764,100501189,0,,,"",,,,
2018,113563790,100501215,0,,,"",,,,
2018,113558513,100494992,0,,,"",,,,
2018,113562662,100501238,0,,,"",,,,
2018,113562672,100501257,3,5,29,"F",0,3,29,0
2018,113563833,100501257,1,5,35,"M",2,2,35,0
2018,113563834,100501257,2,5,23,"M",1,2,23,0
2018,113562677,100501271,1,5,35,"F",2,2,35,0
2018,113562683,100501279,0,,,"",,,,
2018,113562684,100501282,0,,,"",,,,
2018,113558549,100495032,1,5,24,"M",1,2,24,0
2018,113558551,100496343,0,,,"",,,,
2018,113563880,100496347,1,5,29,"M",3,2,29,0
2018,113563884,100501312,0,,,"",,,,
2018,113562710,100496355,1,5,19,"F",2,2,19,0
2018,113558584,100501348,1,5,17,"M",1,2,17,0
2018,113562741,100501361,1,5,24,"F",1,2,24,0
2018,113558595,100495063,1,5,26,"M",2,2,26,0
2018,113563945,100501378,1,5,23,"M",2,3,23,0
2018,113562756,100501383,0,,,"",,,,
2018,113558616,100495083,1,5,30,"M",0,3,30,0
2018,113563981,100495099,0,,,"",,,,
2018,113563998,100501417,1,5,21,"M",0,3,21,0
2018,113564012,100495109,1,5,31,"M",2,3,31,0
2018,113562789,100495116,1,5,40,"F",1,3,40,0
2018,113558653,100496430,0,,,"",,,,
2018,113558657,100501448,1,5,45,"M",2,3,45,0
2018,113564054,100496442,0,,,"",,,,
2018,113558682,100501480,0,,,"",,,,
2018,113564088,100495158,0,,,"",,,,
2018,113564101,100495164,1,5,20,"M",0,1,20,0
2018,113562837,100501504,1,5,17,"F",1,1,17,0
2018,113564126,100496475,0,,,"",,,,
2018,113564131,100501519,0,,,"",,,,
2018,113564157,100501551,0,,,"",,,,
2018,113568727,100501568,0,,,"",,,,
2018,113568737,100501585,0,,,"",,,,
2018,113568791,100496572,1,5,33,"F",2,2,33,0
2018,113564329,100501699,0,,,"",,,,
2018,113562990,100501744,0,,,"",,,,
2018,114390258,101210862,0,,,"",,,,
2018,114390276,101210877,1,4,,"M",0,,,
2018,114390282,101210879,1,5,40,"F",1,2,40,0
2018,114387581,101210916,1,5,36,"M",1,2,36,0
2018,114387584,101213913,0,,,"",,,,
2018,114395493,101213922,0,,,"",,,,
2018,120026512,106115611,5,5,19,"M",2,2,19,0
2018,120031187,106115611,6,5,18,"M",2,2,18,0
2018,120031181,106115611,1,5,19,"M",2,2,19,0
2018,114395538,101210968,1,5,19,"M",2,,19,0
2018,114395547,101213964,2,5,21,"M",1,1,21,0
2018,114387636,101213964,1,5,19,"M",1,1,19,0
2018,114390393,101213974,0,,,"",,,,
2018,114387657,101213983,0,,,"",,,,
2018,114395583,101211003,0,,,"",,,,
2018,114387666,101218915,0,,,"",,,,
2018,114395607,101211019,0,,,"",,,,
2018,114390451,101214038,1,5,32,"M",1,2,32,0
2018,114395630,101214038,2,5,34,"M",1,2,34,0
2018,114387702,101218953,1,5,35,"M",1,2,35,0
2018,114387708,101214048,0,,,"",,,,
2018,114395662,101218963,1,5,32,"M",1,2,32,0
