"DATA_YEAR","SUSPECTED_DRUG_TYPE_ID","PROPERTY_ID","EST_DRUG_QTY","DRUG_MEASURE_TYPE_ID","NIBRS_SUSPECTED_DRUG_ID"
2018,12,116455164,2,1,11490938
2018,8,116456697,53,9,11491249
2018,5,116456697,12.9,1,11491250
2018,18,116456697,,,11491251
2018,12,116449704,9.71,1,11507490
2018,5,116455684,0.6,1,11491055
2018,5,116450107,1,1,11507575
2018,5,116450849,8,1,11507734
2018,16,116449898,,,11507532
2018,12,116454726,13.515,1,11507496
2018,2,116450059,1,11,11507566
2018,5,116450064,1,11,11507569
2018,12,116450064,0.25,1,11507568
2018,8,116454876,1,1,11504935
2018,5,116456211,12,1,11491165
2018,5,116450795,5.4,1,11507718
2018,16,116450883,4,9,11491080
2018,5,116450141,2.46,1,11507584
2018,5,116449825,0.63,1,11507518
2018,12,116449825,2.29,1,11507517
2018,5,116454845,2.8,1,11504929
2018,12,116449601,1.7,1,11490818
2018,16,116449601,111,1,11490819
2018,8,116449601,18.2,9,11507477
2018,5,116454959,1.51,1,11490884
2018,16,116454959,0.21,1,11490885
2018,12,116459640,0.4,1,11505030
2018,12,120548739,27,1,12841017
2018,12,110409779,1,11,10351309
2018,5,110409954,2,1,10356354
2018,8,110414563,10,9,10356294
2018,12,110414563,1.411,1,10351282
2018,12,110409580,1.5,1,10351284
2018,12,110409703,0.5,1,10356316
2018,12,110414896,1,9,10356349
2018,5,110419710,10,1,10361350
2018,16,110410027,1,11,10356362
2018,12,110419757,1,11,10361356
2018,5,110415062,0.5,1,10361362
2018,5,110415074,4,1,10351348
2018,5,110410327,2.5,4,10356395
2018,9,110410327,21,9,10361393
2018,12,102198295,1.3,1,8834724
2018,5,102198332,0.4,1,8834744
2018,5,102198946,0.1,1,8834859
2018,5,102199382,11.9,1,8834945
2018,5,102201080,,,8835157
2018,12,102201580,0.62,1,8835227
2018,5,102201580,0.001,1,8835226
2018,12,102201682,1,9,8835233
2018,12,102201682,0.45,1,8835232
2018,12,107273185,0.001,1,9805309
2018,12,107268568,51.3,1,9813683
2018,16,107268568,9,9,9810575
2018,5,107268568,27,1,9810576
2018,5,107277201,779,9,9810578
2018,5,107277201,772,1,9810579
2018,5,107277220,0.1,1,9805319
2018,5,107273298,3.23,1,9805327
2018,2,107273298,1.02,1,9810602
2018,12,107280362,1,11,9813917
2018,12,107273373,40,5,9805341
2018,8,107273373,2,9,9805342
2018,5,107274206,0.5,1,9805463
2018,5,107268785,4.8,1,9813727
2018,5,107273400,1.08,1,9805348
2018,5,107277440,6.2,1,9805349
2018,12,107273426,0.25,1,9810635
2018,5,107268833,1,11,9810636
2018,5,107277515,10,1,9805363
2018,12,107268886,4,1,9810648
2018,12,107277726,1,1,9810661
2018,5,107277776,25,1,9813764
2018,5,107277792,7,1,9805379
2018,17,107273669,,,9813767
2018,5,107277999,2,10,9810673
2018,12,107278010,0.4,1,9813772
2018,5,107279302,6.8,1,9813773
2018,12,107278017,6.9,1,9805401
2018,5,107279340,14.38,1,9813784
2018,5,107279385,2.87,1,9810683
2018,12,107279447,1,11,9810690
2018,17,107278193,,,9810695
2018,5,107274023,0.5,1,9805425
2018,12,107278219,2.97,1,9805431
2018,12,107279507,27,1,9810704
2018,12,107274103,1,11,9813811
2018,8,107274178,,,9805459
2018,12,107284284,0.56,1,9813857
2018,2,107278536,1,9,9805480
2018,5,104620909,1,3,9259889
2018,12,104625502,1.008,4,9264798
2018,4,104617671,5.97,1,9259895
2018,6,104617671,1,9,9259896
2018,12,104625517,1,1,9269748
2018,5,104625517,2,1,9269749
2018,12,104617684,1,11,9264808
2018,12,104625534,1,11,9264809
2018,12,104620954,1,11,9269761
2018,16,104617743,15,9,9264826
2018,12,104617769,56.6,1,9269773
2018,5,104625647,7.1,1,9269778
2018,5,104625663,4.8,1,9269780
2018,5,104617801,7.3,1,9269782
2018,5,104625678,0.16,1,9264839
2018,8,104625695,20,9,9264843
2018,5,104621048,5,1,9259914
2018,12,104621048,1,1,9259913
2018,5,104625826,4,1,9264863
2018,5,104625827,0.001,1,9264864
2018,12,104625827,0.001,1,9269794
2018,12,105390486,0.01,1,9414700
2018,12,105390578,1,11,9399193
2018,5,105390652,2.9,1,9409927
2018,2,105388863,43,1,9409947
2018,12,105390839,4.04,1,9409973
2018,17,105389078,2,9,9409984
2018,12,105389078,9,9,9399245
2018,5,105389078,1,9,9399244
2018,5,105389087,38.34,1,9414804
2018,2,105389087,27.38,1,9399251
2018,16,105389087,10,9,9414805
2018,5,101888306,1.701,1,8785082
2018,12,101889292,1,11,8785203
2018,5,101889292,1,11,8785204
2018,5,101888036,38.6,1,8785036
2018,12,101888036,8.7,1,8785035
2018,16,101888036,7,9,8785034
2018,5,101888239,1,11,8785070
2018,17,101888239,1.79,1,8785069
2018,12,101888239,15.59,1,8785068
2018,5,101888553,0.28,1,8785131
2018,5,101888313,15,1,8785084
2018,12,101888430,1,11,8785112
2018,5,117455944,122.16,1,11773832
2018,5,101888019,3,9,8785030
2018,5,101888019,3.01,1,8785029
2018,5,101888115,0.04,1,8785049
2018,12,101888251,10.07,1,8785071
2018,8,101888251,1,9,8785072
2018,5,101888298,2,1,8785080
2018,5,101889278,89.1,1,8785199
2018,12,101888094,32.84,1,8785042
2018,5,101889222,,,8785192
2018,12,101889679,0.01,1,8785260
2018,5,101888424,1.6,1,8785110
2018,2,101888472,1,11,8785119
2018,8,101889261,2,9,8785198
2018,8,101889427,1,11,8785224
2018,5,101888443,1.6,1,8785113
2018,5,101888699,51.7,1,8785153
2018,12,101888050,0.2,1,8785038
2018,3,101888172,0.5,1,8785064
2018,4,110479938,0.84,1,10360220
2018,12,110479938,0.5,1,10360221
2018,12,110480005,0.176,1,10354710
2018,5,110473129,2.3,1,10354739
2018,5,110480234,1,11,10354761
2018,5,110480235,52.3,1,10354762
2018,5,110480348,16,1,10354787
2018,8,110480348,1,9,10354788
2018,12,110480426,88.8,1,10354802
2018,12,110480427,0.05,1,10354803
2018,12,110480452,1,1,10354805
2018,5,110480452,2,1,10354806
2018,12,110480460,23.43,1,10354807
2018,5,110480460,1,1,10354808
2018,12,110480467,7.72,1,10354810
2018,5,110480469,1.5,1,10354812
2018,4,110473341,7.1,1,10354817
2018,12,110480495,3.89,1,10364966
2018,12,110480497,7.4,1,10364968
2018,5,110478277,1,3,10364969
2018,5,110480564,1,1,10354825
2018,12,108133802,4.1,1,9952149
2018,5,108133802,5.176,1,9949120
2018,12,108133809,1,11,9949125
2018,12,108133813,0.21,1,9944536
2018,12,108141169,1,11,9944538
2018,12,108137591,1,11,9952159
2018,5,101888233,5,1,8785067
2018,9,101889435,16,9,8785227
2018,11,101889435,79,9,8785226
2018,5,101889435,7.11,1,8785228
2018,12,102197800,1,11,8834607
2018,5,102197913,1.5,1,8834639
2018,12,102198111,0.64,1,8834674
2018,5,102198111,40.79,1,8834675
2018,16,102198375,2,9,8834761
2018,16,102198628,1,9,8834794
2018,5,102199207,1.07,1,8834913
2018,5,102199240,0.7,1,8834919
2018,5,102199999,24,9,8835025
2018,5,102199999,23,1,8835026
2018,12,102200117,0.89,1,8835040
2018,17,102198100,,,8834670
2018,5,102198805,8.3,1,8834831
2018,5,102199469,2.4,1,8834956
2018,2,102200296,9.3,1,8835059
2018,5,102201177,9.4,1,8835169
2018,12,102201208,1,11,8835175
2018,12,105394696,0.1,1,9414751
2018,12,105388861,1,1,9409946
2018,5,105390725,1929,1,9399222
2018,5,105388964,9,1,9414772
2018,12,105390879,25.3,1,9399249
2018,1,105390879,1,1,9399250
2018,5,105390879,9000.01,1,9409985
2018,5,102198233,2.2,1,8834700
2018,5,102198233,1,11,8834697
2018,5,102199229,4.87,1,8834917
2018,12,102199275,1.4,1,8834927
2018,5,102199468,6.5,1,8834955
2018,12,102200286,1.42,1,8835057
2018,2,102200320,2.7,1,8835062
2018,5,110409574,17.1,1,10356297
2018,12,110419597,2.7,1,10361326
2018,5,110409884,0.8,1,10351330
2018,5,110410130,4.5,1,10361368
2018,12,110415215,0.46,1,10361375
2018,8,110415215,6.5,9,10361372
2018,5,110415215,1.03,1,10361373
2018,5,110419999,4,1,10351364
2018,5,110410323,1,9,10356394
2018,12,110420000,0.1,1,10351366
2018,5,102197605,8.1,1,8834557
2018,5,102198137,3.04,1,8834682
2018,5,102199258,1.83,1,8834921
2018,5,102199474,2,1,8834957
2018,5,102200519,21,1,8835084
2018,5,102198340,2,1,8834746
2018,5,102198586,0.02,1,8834789
2018,5,102199565,1,11,8834967
2018,5,102200666,2.95,1,8835106
2018,5,102200886,1,1,8835132
2018,5,104625513,1,1,9264803
2018,5,104625539,1,1,9264810
2018,16,104625550,3,9,9269756
2018,5,104620955,1,1,9269766
2018,5,104617725,3.83,1,9269765
2018,5,104617732,0.08,1,9264823
2018,5,104617793,1,11,9259899
2018,5,104621020,2.52,1,9264849
2018,8,104621043,4,9,9259912
2018,12,104625832,0.001,1,9269795
2018,4,104625867,9,1,9269804
2018,5,104625867,2.4,1,9259931
2018,16,104621180,10,9,9269807
2018,12,104621180,1,1,9269806
2018,5,105394392,5.7,1,9414711
2018,12,105390567,1,11,9414723
2018,12,105394506,1,11,9414727
2018,5,105388759,0.8,1,9409922
2018,12,101888072,4,9,8785040
2018,12,101888160,0.5,1,8785057
2018,5,101888412,0.34,1,8785108
2018,17,101889280,,,8785200
2018,5,101889652,1,1,8785253
2018,5,101888397,0.16,1,8785100
2018,12,101888397,7.21,1,8785097
2018,5,101888694,25.9,4,8785152
2018,12,101888656,2,1,8785149
2018,8,101889354,43,9,8785211
2018,12,101889354,3.4,1,8785213
2018,5,101889510,,,8785245
2018,12,101423188,3,1,8707526
2018,12,101423300,0.1,1,8707550
2018,12,101424012,1,11,8707826
2018,5,101424012,1.28,1,8707827
2018,12,101424012,2.2,1,8707825
2018,5,101424120,1,11,8707857
2018,5,101424195,45.8,1,8707889
2018,12,101424266,1,11,8707904
2018,5,101424811,2,1,8707984
2018,12,101424854,0.1,1,8707990
2018,16,101423076,1,11,8707486
2018,5,101423076,0.9,1,8707487
2018,12,101423865,20,1,8707770
2018,5,101423933,0.82,1,8707797
2018,12,100160238,1,3,8509334
2018,5,100160715,0.16,1,8509406
2018,5,100160729,1,11,8509409
2018,5,100160729,1.65,1,8509408
2018,5,100162230,2,1,8509613
2018,12,100162690,0.33,1,8509686
2018,5,101423081,1.3,1,8707489
2018,5,101423086,7.2,1,8707492
2018,5,101424150,1,11,8707870
2018,5,101424210,14,1,8707893
2018,12,101424210,2.3,1,8707892
2018,5,101424711,1,1,8707964
2018,5,101424734,1,11,8707971
2018,4,101424918,2.28,1,8707998
2018,5,101424111,0.33,1,8707856
2018,5,101424689,0.3,1,8707959
2018,5,101424839,1,1,8707988
2018,5,100160733,2.93,1,8509410
2018,5,100162660,0.01,1,8509681
2018,12,100858066,4.304,1,8616436
2018,5,101423161,1,1,8707521
2018,5,101423336,0.1,1,8707558
2018,5,101423883,5.38,1,8707780
2018,5,101423897,1,11,8707784
2018,5,101424196,957.8,4,8707890
2018,5,101424295,1,1,8707906
2018,5,101424548,1,1,8707937
2018,4,101424576,1,1,8707939
2018,5,101424576,4.4,1,8707940
2018,8,101424942,8,9,8708003
2018,5,101425030,33,1,8708018
2018,8,101423620,15,9,8707661
2018,12,101423620,45,9,8707662
2018,12,101423620,0.25,1,8707660
2018,12,101423910,1,11,8707788
2018,5,101423959,1,11,8707802
2018,12,101424405,0.001,1,8707915
2018,17,101424405,0.5,1,8707914
2018,5,100856153,4.6,1,8616244
2018,5,100858011,4.5,1,8616428
2018,16,100860572,1,1,8616697
2018,5,100856178,1,11,8616246
2018,5,100856241,1.5,1,8616259
2018,5,100856194,0.5,1,8616247
2018,12,100856232,0.01,1,8616257
2018,5,100856263,3,1,8616263
2018,5,100857978,0.01,1,8616424
2018,5,100857968,2.1,1,8616421
2018,8,100855512,34,9,8616117
2018,5,100855512,5.48,1,8616118
2018,12,100855533,1,3,8616124
2018,5,100855864,1,11,8616184
2018,12,100855864,0.21,1,8616183
2018,12,101423661,24,1,8707678
2018,5,101424190,10.3,1,8707886
2018,12,101424212,0.002,1,8707894
2018,5,100160827,2.9,1,8509425
2018,5,101424184,0.64,1,8707883
2018,12,100160701,1,11,8509403
2018,5,100160671,1,11,8509400
2018,12,110409696,1,11,10356314
2018,5,110419592,0.001,1,10361324
2018,5,110409956,11,1,10356355
2018,5,110419706,14,1,10361349
2018,5,110419805,0.7,1,10356369
2018,5,101888045,9.3,1,8785037
2018,5,101889253,1,11,8785195
2018,12,101889388,4,1,8785219
2018,12,104625468,0.01,1,9264796
2018,12,101888273,2,1,8785076
2018,5,101889251,1,11,8785194
2018,12,101889701,1,11,8785266
2018,12,101889969,1,9,8785291
2018,5,101888025,1,1,8785031
2018,12,101888335,0.1,1,8785088
2018,12,110409557,0.432,1,10351279
2018,17,110409557,12,9,10351280
2018,12,110409874,0.1,1,10361332
2018,5,110410300,0.06,1,10361384
2018,5,110415291,1,1,10351365
2018,16,110410328,93,9,10356397
2018,5,110410328,1,11,10356396
2018,12,110409622,0.28,1,10356306
2018,5,110409918,7.61,1,10351336
2018,12,110410034,28.77,1,10361358
2018,12,110419988,12,1,10356385
2018,5,110415021,1,11,10361355
2018,5,110480232,1,11,10354760
2018,5,110480232,41.7,1,10364937
2018,12,110473312,2.25,1,10360289
2018,18,110473318,,,10360292
2018,5,110473318,1,11,10360291
2018,16,110473318,10.5,9,10360290
2018,12,110478267,2.52,1,10360302
2018,4,110473339,2.4,1,10360304
2018,5,110473356,616,1,10360316
2018,3,110473356,395,1,10360315
2018,4,110482334,1,9,10360407
2018,18,110482334,,,10360408
2018,17,110482334,27,9,10360405
2018,5,110482351,1,1,10365073
2018,12,110489422,1,11,10365076
2018,16,110473308,1,9,10360288
2018,12,110473326,1.84,1,10360293
2018,5,110482355,1,11,10354968
2018,5,110482389,1,9,10365085
2018,5,110414869,2,1,10361337
2018,12,110414869,0.1,1,10361338
2018,11,110419675,1,9,10361341
2018,5,110414914,10,1,10361343
2018,12,110414914,1.6,1,10351337
2018,8,110419755,1,11,10356363
2018,12,110410038,0.3,1,10356364
2018,12,110415080,8,1,10361365
2018,4,110419954,1,1,10361374
2018,12,110415269,1,9,10356387
2018,12,110480309,0.001,1,10354780
2018,5,110473233,14,1,10360278
2018,12,110473233,2.476,1,10360277
2018,12,110484391,1,11,10354970
2018,12,110484402,1,9,10360416
2018,12,110484487,0.6,1,10360434
2018,12,110419484,,,10356313
2018,5,110410248,0.75,1,10361376
2018,1,110410248,1.16,1,10351356
2018,12,110410319,0.65,1,10361391
2018,12,110415857,1,9,10351385
2018,12,110414669,1,1,10356323
2018,5,110414738,3.6,1,10351310
2018,5,110419678,5,1,10356350
2018,5,110419686,11,1,10351338
2018,5,110415064,1,1,10361363
2018,5,110415064,1,9,10356367
2018,5,110410317,9,1,10356392
2018,12,110473329,2,1,10360299
2018,12,110480476,0.1,5,10354815
2018,5,110474086,2.7,1,10360372
2018,12,110473045,1,11,10360228
2018,16,110473327,1,9,10360295
2018,12,110473327,1.4,1,10360294
2018,12,110473327,1,9,10360296
2018,12,110480490,6.9,1,10360305
2018,5,110478072,2.4,1,10364914
2018,12,110473328,1.65,1,10360297
2018,4,110473328,1.71,1,10360298
2018,12,110473353,3.63,1,10360314
2018,8,110474201,13,9,10360388
2018,2,110474201,1.04,1,10360387
2018,5,110474201,54.39,1,10360386
2018,5,110484413,6,1,10360419
2018,12,110484413,1,11,10360418
2018,4,110489448,32.6,1,10365086
2018,5,110482439,2,9,10354986
2018,5,110480078,0.08,3,10360241
2018,16,110478274,2,9,10364965
2018,8,110482002,189,9,10365041
2018,16,110482002,60,9,10354921
2018,12,110484372,1.7,1,10360406
2018,5,110484244,2.46,1,10365039
2018,5,110409560,6.8,1,10351281
2018,5,110409706,1.75,1,10356317
2018,12,110419635,0.35,1,10351327
2018,12,110419635,1,11,10361331
2018,17,110419635,1,11,10356343
2018,17,110419835,,,10361367
2018,12,110409628,0.2,1,10351292
2018,16,110419491,1,9,10356315
2018,8,110480172,1,11,10354742
2018,5,110473307,2,1,10360287
2018,4,110478268,4.37,1,10354816
2018,12,110489391,0.67,1,10360401
2018,12,110482340,0.05,1,10365066
2018,5,110484426,0.24,1,10365082
2018,5,110484426,3,9,10365084
2018,3,110482436,1,9,10354985
2018,12,110482449,2,9,10365089
2018,12,110489505,0.7,1,10365096
2018,4,110484383,1.1,1,10360412
2018,11,110484462,7,9,10360426
2018,5,110484462,11,10,10365090
2018,12,110484472,0.62,1,10360428
2018,16,110484472,6,9,10360429
2018,5,110480086,6.05,1,10354724
2018,12,110480128,1.58,1,10364912
2018,12,110480461,1.36,1,10354809
2018,12,110489400,0.56,1,10354963
2018,4,110489400,2.38,1,10354964
2018,18,110489406,,,10354966
2018,12,110489406,1,9,10365072
2018,5,110489406,1,9,10365071
2018,5,110484433,2,1,10360420
2018,5,110489464,1,11,10360422
2018,12,117456052,0.556,1,11773945
2018,12,108133808,1,11,9949123
2018,12,110477951,0.008,1,10360229
2018,5,110477951,0.33,1,10364891
2018,5,110478077,5,1,10364916
2018,8,110480168,,,10364918
2018,5,110480223,94.2,1,10354759
2018,12,110473190,1,11,10364938
2018,12,110473334,1,11,10360301
2018,12,110473334,1.84,1,10360300
2018,5,110481969,7.4,1,10354919
2018,5,108133851,0.57,1,9952170
2018,5,110409655,6,1,10356308
2018,5,110409806,2.4,1,10351315
2018,5,110419640,6,1,10351328
2018,5,110477862,1.5,1,10360217
2018,5,110477947,520.31,1,10364889
2018,5,110478006,17,1,10360242
2018,12,110480450,0.12,1,10354804
2018,12,110480475,8.5,1,10354813
2018,5,110480475,0.5,1,10354814
2018,12,110478316,1,1,10360317
2018,17,110482359,2,9,10354969
2018,16,110482422,16,9,10354983
2018,5,110473048,1.66,1,10364890
2018,12,110473144,0.2,1,10364919
2018,5,110473144,1,11,10360256
2018,12,110473342,1.88,1,10360306
2018,5,110480501,0.31,1,10360309
2018,12,110473349,2747,1,10354822
2018,2,110473349,141,1,10360313
2018,5,110481757,0.51,1,10354910
2018,12,110481776,0.02,1,10354911
2018,5,110479106,12.77,1,10365031
2018,7,110479130,0.02,1,10365036
2018,4,110484368,4,9,10360403
2018,4,110484368,12,1,10360402
2018,17,110489412,7,1,10365074
2018,12,110484397,1.29,1,10365077
2018,12,110484397,5,9,10360414
2018,12,110482469,24.22,1,10354989
2018,16,110482469,24,9,10360432
2018,8,110482469,100,9,10360430
2018,12,110482477,0.94,1,10360433
2018,12,110482477,1,9,10354993
2018,12,110489511,1,11,10365103
2018,12,108133806,0.33,1,9944533
2018,5,108133833,4,1,9944543
2018,5,105394631,1,1,9414743
2018,12,105388802,9,9,9414746
2018,5,105395028,1,11,9414800
2018,5,105395063,108,1,9409986
2018,12,105390702,2.22,1,9399210
2018,12,105390708,7,1,9399213
2018,12,105394970,0.52,1,9414784
2018,12,105394982,6.91,1,9414787
2018,5,105394982,6,9,9414788
2018,5,105394997,1.9,1,9414793
2018,16,105394997,1,9,9414792
2018,16,105390850,1,1,9414794
2018,5,105395310,5.3,1,9409992
2018,5,105399286,5.88,1,9414832
2018,5,104625515,1,11,9264805
2018,5,104625515,149,1,9264804
2018,12,104617712,1.01,1,9269758
2018,5,104617781,24,1,9269776
2018,12,104620994,1,11,9259902
2018,8,104621015,2,9,9259908
2018,2,104621041,2,9,9259911
2018,12,104625816,0.04,1,9264857
2018,12,105394794,1,1,9414762
2018,4,105388952,9,1,9409960
2018,12,105394879,1,1,9409961
2018,17,105395322,,,9414820
2018,17,105395364,,,9414823
2018,17,105391068,,,9399268
2018,12,105395459,1,1,9399272
2018,5,105395470,8.55,1,9414837
2018,12,104625466,0.2,1,9264795
2018,5,104625664,24,1,9269781
2018,12,104625687,64,1,9259901
2018,12,104621122,0.001,1,9259920
2018,12,106064352,1.9,1,9582652
2018,5,106055737,2.8,1,9572783
2018,12,106059614,0.56,1,9572792
2018,12,106055820,1,11,9572798
2018,4,106056008,1,11,9577835
2018,17,106056008,6,9,9577836
2018,5,106064651,7.9,1,9572825
2018,5,110419567,3,1,10361316
2018,12,110414928,2,1,10361346
2018,12,108141155,1.066,1,9944530
2018,12,108137615,2.5,1,9952168
2018,5,108141191,3,1,9952169
2018,5,106064282,2,1,9572777
2018,5,105394354,16.7,1,9409874
2018,5,105394383,1.5,1,9414705
2018,12,105388744,1,1,9409920
2018,12,105394727,,,9409942
2018,12,105394729,5,1,9414757
2018,5,105390817,15.7,1,9414777
2018,12,105390817,2.9,1,9414776
2018,16,105395306,2,9,9414816
2018,12,105395306,0.4,1,9414817
2018,5,105395306,1,11,9414815
2018,17,105395321,,,9414819
2018,5,105399285,1,11,9399270
2018,12,105395434,1.31,1,9414835
2018,5,110409562,3.1,1,10356292
2018,12,110419421,0.086,1,10361289
2018,5,110409616,1,9,10356305
2018,12,110409616,3,9,10361294
2018,5,110409615,95.77,1,10351288
2018,13,110419559,11,9,10351313
2018,5,110409870,0.3,1,10356344
2018,5,110414847,18.6,1,10356345
2018,5,110409961,6,1,10356356
2018,12,110415045,0.6,1,10361359
2018,5,110415045,0.8,1,10356366
2018,17,110415045,2,9,10361360
2018,5,110410072,0.8,1,10356368
2018,5,110410078,3.8,1,10356370
2018,17,110410082,0.3,1,10356371
2018,12,110410134,0.03,1,10356375
2018,5,110415206,5.6,1,10361371
2018,5,110415292,1,1,10361392
2018,5,105388775,10,1,9399202
2018,8,105394663,10,9,9414744
2018,5,105394695,0.1,1,9414750
2018,12,105388911,11.7,1,9409955
2018,5,105394870,2,1,9409959
2018,16,105399201,24.75,9,9414812
2018,5,105399201,8.6,1,9414813
2018,12,108137595,1,11,9952162
2018,12,108137609,0.01,1,9944542
2018,12,108137641,1,9,9949134
2018,5,108133869,4.7,1,9952171
2018,16,108141172,0.3,1,9944540
2018,5,108141172,274,1,9944539
2018,5,107274161,3.94,1,9805454
2018,5,107279610,1,11,9805456
2018,5,107279610,0.44,1,9805457
2018,2,107279610,1,11,9810730
2018,5,107279665,1,11,9813843
2018,5,107284281,6,1,9813855
2018,5,107284281,1,11,9813856
2018,12,107284303,3.9,1,9810750
2018,12,107278570,8,1,9813860
2018,12,107284455,0.8,1,9805496
2018,12,107280067,1.28,1,9805506
2018,12,107280153,0.22,1,9813879
2018,12,107284773,2,9,9810791
2018,17,107278985,,,9805528
2018,5,107278202,1,1,9805428
2018,12,107279486,0.23,1,9805429
2018,5,107278979,1,1,9805527
2018,12,118848437,17.5,1,12207965
2018,5,118241983,1,1,11926763
2018,5,119493094,50.984,1,12503023
2018,12,119493094,0.001,1,12503024
2018,12,119418066,1,1,12407045
2018,12,104621151,0.4,1,9259927
2018,5,104621151,452.8,1,9259928
2018,13,104625425,,,9264789
2018,12,106059557,1,11,9582643
2018,16,106059557,16,9,9582644
2018,12,106064360,3.6,1,9582654
2018,8,106059628,1,11,9577809
2018,12,106059859,69.7,1,9572821
2018,5,106056135,24.5,1,9572831
2018,12,105390509,0.1,1,9414710
2018,16,105394421,2,9,9414715
2018,12,105390541,0.6,1,9409897
2018,12,105388680,1,11,9409899
2018,12,105390558,0.01,1,9414719
2018,5,105390561,0.73,1,9399190
2018,12,105388784,1,11,9399206
2018,12,105388800,1,11,9409933
2018,12,105394734,1,9,9399221
2018,5,105390840,1,11,9414786
2018,12,105391016,1,11,9399265
2018,12,105395331,0.2,1,9399266
2018,12,105390544,0.09,1,9414717
2018,12,105394515,3.18,1,9409917
2018,12,105394816,1,9,9414765
2018,5,105390857,33.1,1,9409982
2018,12,105390877,1,1,9399247
2018,5,105390877,0.5,1,9399248
2018,5,105395160,3.2,1,9414806
2018,12,105395160,3,1,9399257
2018,12,105390973,1.4,1,9399262
2018,5,105390973,18.8,1,9399261
2018,5,105390973,1,11,9399263
2018,17,105391007,,,9399264
2018,17,105395317,,,9414818
2018,5,106055637,1,11,9577763
2018,12,106055700,1,9,9582632
2018,5,106059635,,,9572797
2018,5,106059653,235.2,1,9572799
2018,5,106059653,1.01,7,9572800
2018,5,106059653,4,9,9572801
2018,12,104625544,1,1,9264813
2018,8,104625544,1,9,9269754
2018,5,104625587,1.87,1,9264825
2018,5,104621095,4,1,9264855
2018,5,104625823,3.8,1,9264861
2018,12,104625823,1,1,9264860
2018,5,104621176,1,10,9259932
2018,5,104621176,0.01,1,9269805
2018,5,107278198,0.5,1,9810698
2018,5,107279646,1.8,1,9810737
2018,5,107278239,1.9,1,9810707
2018,4,106064227,2,9,9577762
2018,5,106055647,22.3,1,9572759
2018,5,106055657,1.19,1,9577771
2018,5,106059485,0.6,1,9577778
2018,5,106055732,0.7,1,9572782
2018,5,106059729,9,1,9582671
2018,12,106059751,1,1,9577821
2018,5,106055915,24,1,9572814
2018,5,106056096,10.72,1,9582686
2018,5,106060109,5.98,1,9577849
2018,5,106064721,5.82,1,9582698
2018,5,106064220,0.81,1,9582615
2018,16,106055605,1,9,9582617
2018,12,106055610,1.1,1,9582618
2018,5,106059467,13.36,1,9582627
2018,5,106059600,17,1,9577799
2018,11,106059765,25,9,9572813
2018,17,106055981,7,9,9572823
2018,8,105388615,2,9,9409882
2018,12,105394402,0.9,1,9409888
2018,16,105394425,31,9,9399188
2018,12,105394425,1,11,9399187
2018,16,105394425,1,11,9414716
2018,12,105394505,1,11,9399196
2018,12,105390622,1.2,1,9399199
2018,12,105390622,1,11,9399200
2018,12,105390729,1,3,9399223
2018,18,105389031,,,9409975
2018,8,105389031,4,9,9414789
2018,5,105389031,19,9,9409974
2018,17,105395250,2,9,9414811
2018,1,105395250,2,1,9414810
2018,5,105399276,202,1,9414828
2018,12,105395425,2.8,1,9414834
2018,12,107278235,4.5,1,9805435
2018,5,107278395,1,11,9813827
2018,2,107278395,1,11,9813826
2018,5,107284371,11,1,9805487
2018,5,107284806,1,11,9813885
2018,12,107279030,4.8,1,9810795
2018,16,107284857,48,9,9813889
2018,4,107284857,0.09,1,9813890
2018,12,107284857,0.53,1,9813891
2018,5,107268559,1454.07,1,9813681
2018,5,107268559,1,11,9810568
2018,5,107279656,10,1,9810738
2018,5,107278454,1,1,9813845
2018,5,107273337,1.55,1,9810618
2018,5,107268989,454,1,9813748
2018,5,107274110,1,1,9810713
2018,4,107278367,1,7,9810720
2018,11,107284300,6,9,9810749
2018,5,107278567,8,1,9810757
2018,5,107284418,4,1,9813869
2018,4,107279941,0.3,1,9805499
2018,12,107279941,0.1,1,9810776
2018,5,107284605,1,1,9805500
2018,17,107280041,1,11,9813875
2018,12,107284761,,,9805520
2018,5,107278970,13,1,9810792
2018,5,107278977,32.61,1,9805526
2018,5,107279183,0.31,1,9810823
2018,14,107289283,2,9,9805600
2018,12,107289283,0.4,1,9805599
2018,5,107285254,270,1,9813981
2018,12,106059676,6,9,9572803
2018,17,106056120,,,9577850
2018,8,106060193,42.5,9,9572836
2018,12,107273296,1,11,9805326
2018,5,107273296,0.01,1,9810601
2018,12,107268688,1,11,9810604
2018,5,107277297,0.43,1,9810608
2018,12,107268738,1.94,1,9810620
2018,5,107273375,2.5,1,9813719
2018,5,107268800,0.4,1,9805347
2018,5,107277459,1,1,9810630
2018,5,107279159,1.25,1,9813923
2018,12,107279159,0.06,1,9810816
2018,12,107268938,28,9,9813745
2018,12,107285264,0.78,1,9805623
2018,8,107273536,1,9,9805371
2018,12,107273536,1,9,9813747
2018,5,107277685,9,1,9810655
2018,11,107273563,1,9,9810657
2018,12,107277707,5.3,1,9810659
2018,5,107284938,1.9,1,9810806
2018,5,107279308,19,1,9813774
2018,12,107278033,1,1,9810678
2018,16,107278033,15,9,9805408
2018,17,107278069,1,11,9810681
2018,12,107280354,1,1,9810809
2018,5,107280354,1,1,9813911
2018,5,107280430,1.43,1,9813938
2018,12,107280446,5.1,1,9805569
